link_text,predicted_slug,exists_in_books_dir
attachments/The-Invention-of-Nature-Alexander-von-Humboldt's-New-World.jpg|height=120,attachmentsThe-Invention-of-Nature-Alexander-von-Humboldt's-New-World.jpgheight=120,False
The Invention of Nature: Alexander von Humboldt's New World,The-Invention-of-Nature-Alexander-von-Humboldt's-New-World,True
attachments/Reading-The-Rocks-The-Autobiography-of-the-Earth.jpg|height=120,attachmentsReading-The-Rocks-The-Autobiography-of-the-Earth.jpgheight=120,False
Reading The Rocks: The Autobiography of the Earth,Reading-The-Rocks-The-Autobiography-of-the-Earth,True
attachments/The-Last-Liberal-And-Other-Essays.jpg|height=120,attachmentsThe-Last-Liberal-And-Other-Essays.jpgheight=120,False
The Last Liberal And Other Essays,The-Last-Liberal-And-Other-Essays,True
"attachments/Savaging-the-Civilized-Verrier-Elwin,-His-Tribals,-and-India.jpg|height=120","attachmentsSavaging-the-Civilized-Verrier-Elwin,-His-Tribals,-and-India.jpgheight=120",False
"Savaging the Civilized: Verrier Elwin, His Tribals, and India","Savaging-the-Civilized-Verrier-Elwin,-His-Tribals,-and-India",True
attachments/Hindu-Nationalism-A-Reader.jpg|height=120,attachmentsHindu-Nationalism-A-Reader.jpgheight=120,False
Hindu Nationalism: A Reader,Hindu-Nationalism-A-Reader,True
attachments/Democrats-and-Dissenters.jpg|height=120,attachmentsDemocrats-and-Dissenters.jpgheight=120,False
Democrats and Dissenters,Democrats-and-Dissenters,True
attachments/Makers-of-Modern-India.jpg|height=120,attachmentsMakers-of-Modern-India.jpgheight=120,False
Makers of Modern India,Makers-of-Modern-India,True
attachments/Groundwork-of-the-Metaphysic-of-Morals-(Translated-by-Thomas-Kingsmill-Abbott).jpg|height=120,attachmentsGroundwork-of-the-Metaphysic-of-Morals-(Translated-by-Thomas-Kingsmill-Abbott).jpgheight=120,False
Groundwork of the Metaphysic of Morals (Translated by Thomas Kingsmill Abbott),Groundwork-of-the-Metaphysic-of-Morals-(Translated-by-Thomas-Kingsmill-Abbott),True
attachments/When-Will-Jesus-Bring-the-Pork-Chops.jpg|height=120,attachmentsWhen-Will-Jesus-Bring-the-Pork-Chops.jpgheight=120,False
When Will Jesus Bring the Pork Chops?,When-Will-Jesus-Bring-the-Pork-Chops,True
"attachments/Stalin-and-the-Scientists-A-History-of-Triumph-and-Tragedy,-1905-1953.jpg|height=120","attachmentsStalin-and-the-Scientists-A-History-of-Triumph-and-Tragedy,-1905-1953.jpgheight=120",False
"Stalin and the Scientists: A History of Triumph and Tragedy, 1905-1953","Stalin-and-the-Scientists-A-History-of-Triumph-and-Tragedy,-1905-1953",True
attachments/Parental-Advisory.jpg|height=120,attachmentsParental-Advisory.jpgheight=120,False
Parental Advisory,Parental-Advisory,True
attachments/Race.jpg|height=120,attachmentsRace.jpgheight=120,False
Race,Race,True
"attachments/River's-Way-The-Process-Science-of-the-Dreambody-Information-and-Channels-in-Dream-and-Bodywork,-Psychology-and-Physics,-Taoism-and-Alchemy.jpg|height=120","attachmentsRiver's-Way-The-Process-Science-of-the-Dreambody-Information-and-Channels-in-Dream-and-Bodywork,-Psychology-and-Physics,-Taoism-and-Alchemy.jpgheight=120",False
"River's Way: The Process Science of the Dreambody: Information and Channels in Dream and Bodywork, Psychology and Physics, Taoism and Alchemy","River's-Way-The-Process-Science-of-the-Dreambody-Information-and-Channels-in-Dream-and-Bodywork,-Psychology-and-Physics,-Taoism-and-Alchemy",True
attachments/Has-the-West-Lost-It-A-Provocation.jpg|height=120,attachmentsHas-the-West-Lost-It-A-Provocation.jpgheight=120,False
Has the West Lost It?: A Provocation,Has-the-West-Lost-It-A-Provocation,True
attachments/Age-of-Anger-A-History-of-the-Present.jpg|height=120,attachmentsAge-of-Anger-A-History-of-the-Present.jpgheight=120,False
Age of Anger: A History of the Present,Age-of-Anger-A-History-of-the-Present,True
"attachments/Questioning-Paradigms,-Constructing-Histories.jpg|height=120","attachmentsQuestioning-Paradigms,-Constructing-Histories.jpgheight=120",False
"Questioning Paradigms, Constructing Histories","Questioning-Paradigms,-Constructing-Histories",True
attachments/Lore-of-Running.jpg|height=120,attachmentsLore-of-Running.jpgheight=120,False
Lore of Running,Lore-of-Running,True
attachments/Capital-in-the-Twenty-First-Century.jpg|height=120,attachmentsCapital-in-the-Twenty-First-Century.jpgheight=120,False
Capital in the Twenty First Century,Capital-in-the-Twenty-First-Century,True
attachments/the-idea-of-justice.jpg|height=120,attachmentsthe-idea-of-justice.jpgheight=120,False
the idea of justice,the-idea-of-justice,True
attachments/Man-and-His-Symbols.jpg|height=120,attachmentsMan-and-His-Symbols.jpgheight=120,False
Man and His Symbols,Man-and-His-Symbols,True
attachments/Running-Injuries-How-to-Prevent-and-Overcome-Them.jpg|height=120,attachmentsRunning-Injuries-How-to-Prevent-and-Overcome-Them.jpgheight=120,False
Running Injuries: How to Prevent and Overcome Them,Running-Injuries-How-to-Prevent-and-Overcome-Them,True
attachments/Emotional-Intelligence-Empathy.jpg|height=120,attachmentsEmotional-Intelligence-Empathy.jpgheight=120,False
Emotional Intelligence: Empathy,Emotional-Intelligence-Empathy,True
attachments/The-Transformative-Constitution-A-Radical-Biography-in-Nine-Acts.jpg|height=120,attachmentsThe-Transformative-Constitution-A-Radical-Biography-in-Nine-Acts.jpgheight=120,False
The Transformative Constitution: A Radical Biography in Nine Acts,The-Transformative-Constitution-A-Radical-Biography-in-Nine-Acts,True
attachments/The-Grand-Design-New-Answers-to-the-Ultimate-Questions-of-Life.jpg|height=120,attachmentsThe-Grand-Design-New-Answers-to-the-Ultimate-Questions-of-Life.jpgheight=120,False
The Grand Design: New Answers to the Ultimate Questions of Life,The-Grand-Design-New-Answers-to-the-Ultimate-Questions-of-Life,True
attachments/The-Aryan-Debate-(Debates-in-Indian-History-and-Society).jpg|height=120,attachmentsThe-Aryan-Debate-(Debates-in-Indian-History-and-Society).jpgheight=120,False
The Aryan Debate (Debates in Indian History and Society),The-Aryan-Debate-(Debates-in-Indian-History-and-Society),True
attachments/Liberty.jpg|height=120,attachmentsLiberty.jpgheight=120,False
Liberty,Liberty,True
attachments/The-Art-of-Logic-How-to-Make-Sense-in-a-World-that-Doesn't.jpg|height=120,attachmentsThe-Art-of-Logic-How-to-Make-Sense-in-a-World-that-Doesn't.jpgheight=120,False
The Art of Logic: How to Make Sense in a World that Doesn't,The-Art-of-Logic-How-to-Make-Sense-in-a-World-that-Doesn't,True
attachments/The-Eye.jpg|height=120,attachmentsThe-Eye.jpgheight=120,False
The Eye,The-Eye,True
attachments/Cancer-Ward.jpg|height=120,attachmentsCancer-Ward.jpgheight=120,False
Cancer Ward,Cancer-Ward,True
attachments/The-Sense-of-Wonder.jpg|height=120,attachmentsThe-Sense-of-Wonder.jpgheight=120,False
The Sense of Wonder,The-Sense-of-Wonder,True
attachments/On-God.jpg|height=120,attachmentsOn-God.jpgheight=120,False
On God,On-God,True
attachments/Utilitarianism.jpg|height=120,attachmentsUtilitarianism.jpgheight=120,False
Utilitarianism,Utilitarianism,True
attachments/Who-We-Are-and-How-We-Got-Here-Ancient-DNA-and-the-New-Science-of-the-Human-Past.jpg|height=120,attachmentsWho-We-Are-and-How-We-Got-Here-Ancient-DNA-and-the-New-Science-of-the-Human-Past.jpgheight=120,False
Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,Who-We-Are-and-How-We-Got-Here-Ancient-DNA-and-the-New-Science-of-the-Human-Past,True
attachments/Cities-and-Canopies-Trees-in-Indian-Cities.jpg|height=120,attachmentsCities-and-Canopies-Trees-in-Indian-Cities.jpgheight=120,False
Cities and Canopies: Trees in Indian Cities,Cities-and-Canopies-Trees-in-Indian-Cities,True
attachments/Folktales-from-India.jpg|height=120,attachmentsFolktales-from-India.jpgheight=120,False
Folktales from India,Folktales-from-India,True
attachments/Pillars-of-Life-Magnificent-Trees-of-the-Western-Ghats.jpg|height=120,attachmentsPillars-of-Life-Magnificent-Trees-of-the-Western-Ghats.jpgheight=120,False
Pillars of Life: Magnificent Trees of the Western Ghats,Pillars-of-Life-Magnificent-Trees-of-the-Western-Ghats,True
attachments/The-Temple-Tiger-and-More-Man-eaters-of-Kumaon.jpg|height=120,attachmentsThe-Temple-Tiger-and-More-Man-eaters-of-Kumaon.jpgheight=120,False
The Temple Tiger and More Man-eaters of Kumaon,The-Temple-Tiger-and-More-Man-eaters-of-Kumaon,True
attachments/The-Mueller-Report.jpg|height=120,attachmentsThe-Mueller-Report.jpgheight=120,False
The Mueller Report,The-Mueller-Report,True
attachments/Introducing-Psychology-A-Graphic-Guide.jpg|height=120,attachmentsIntroducing-Psychology-A-Graphic-Guide.jpgheight=120,False
Introducing Psychology: A Graphic Guide,Introducing-Psychology-A-Graphic-Guide,True
attachments/Indian-Atheism.jpg|height=120,attachmentsIndian-Atheism.jpgheight=120,False
Indian Atheism,Indian-Atheism,True
attachments/Republic.jpg|height=120,attachmentsRepublic.jpgheight=120,False
Republic,Republic,True
attachments/Down-and-Out-in-Paris-and-London.jpg|height=120,attachmentsDown-and-Out-in-Paris-and-London.jpgheight=120,False
Down and Out in Paris and London,Down-and-Out-in-Paris-and-London,True
attachments/Genius-The-Life-and-Science-of-Richard-Feynman.jpg|height=120,attachmentsGenius-The-Life-and-Science-of-Richard-Feynman.jpgheight=120,False
Genius: The Life and Science of Richard Feynman,Genius-The-Life-and-Science-of-Richard-Feynman,True
attachments/1491-New-Revelations-of-the-Americas-Before-Columbus.jpg|height=120,attachments1491-New-Revelations-of-the-Americas-Before-Columbus.jpgheight=120,False
1491: New Revelations of the Americas Before Columbus,1491-New-Revelations-of-the-Americas-Before-Columbus,True
"attachments/A-Dance-with-Dragons-(A-Song-of-Ice-and-Fire,-#5).jpg|height=120","attachmentsA-Dance-with-Dragons-(A-Song-of-Ice-and-Fire,-#5).jpgheight=120",False
"A Dance with Dragons (A Song of Ice and Fire, #5)","A-Dance-with-Dragons-(A-Song-of-Ice-and-Fire,-#5)",True
attachments/The-Indian-Constitution.jpg|height=120,attachmentsThe-Indian-Constitution.jpgheight=120,False
The Indian Constitution,The-Indian-Constitution,True
attachments/Biodiversity-An-Introduction.jpg|height=120,attachmentsBiodiversity-An-Introduction.jpgheight=120,False
Biodiversity: An Introduction,Biodiversity-An-Introduction,True
attachments/Black-Holes-The-Reith-Lectures.jpg|height=120,attachmentsBlack-Holes-The-Reith-Lectures.jpgheight=120,False
Black Holes The Reith Lectures,Black-Holes-The-Reith-Lectures,True
attachments/The-Liar.jpg|height=120,attachmentsThe-Liar.jpgheight=120,False
The Liar,The-Liar,True
attachments/Pedagogy-of-Hope-Reliving-Pedagogy-of-the-Oppressed-(Impacts).jpg|height=120,attachmentsPedagogy-of-Hope-Reliving-Pedagogy-of-the-Oppressed-(Impacts).jpgheight=120,False
Pedagogy of Hope: Reliving Pedagogy of the Oppressed (Impacts),Pedagogy-of-Hope-Reliving-Pedagogy-of-the-Oppressed-(Impacts),True
attachments/The-Great-Hedge-of-India-The-Search-for-the-Living-Barrier-that-Divided-a-People.jpg|height=120,attachmentsThe-Great-Hedge-of-India-The-Search-for-the-Living-Barrier-that-Divided-a-People.jpgheight=120,False
The Great Hedge of India: The Search for the Living Barrier that Divided a People,The-Great-Hedge-of-India-The-Search-for-the-Living-Barrier-that-Divided-a-People,True
attachments/Fire-and-Fury-Inside-the-Trump-White-House.jpg|height=120,attachmentsFire-and-Fury-Inside-the-Trump-White-House.jpgheight=120,False
Fire and Fury: Inside the Trump White House,Fire-and-Fury-Inside-the-Trump-White-House,True
attachments/Last-Chance-to-See-In-the-Footsteps-of-Douglas-Adams.jpg|height=120,attachmentsLast-Chance-to-See-In-the-Footsteps-of-Douglas-Adams.jpgheight=120,False
Last Chance to See: In the Footsteps of Douglas Adams,Last-Chance-to-See-In-the-Footsteps-of-Douglas-Adams,True
attachments/A-Brief-History-of-Neoliberalism.jpg|height=120,attachmentsA-Brief-History-of-Neoliberalism.jpgheight=120,False
A Brief History of Neoliberalism,A-Brief-History-of-Neoliberalism,True
attachments/The-Power-of-Now-A-Guide-to-Spiritual-Enlightenment.jpg|height=120,attachmentsThe-Power-of-Now-A-Guide-to-Spiritual-Enlightenment.jpgheight=120,False
The Power of Now: A Guide to Spiritual Enlightenment,The-Power-of-Now-A-Guide-to-Spiritual-Enlightenment,True
"attachments/Discovering-the-Vedas-Origins,-Mantras,-Rituals,-Insights.jpg|height=120","attachmentsDiscovering-the-Vedas-Origins,-Mantras,-Rituals,-Insights.jpgheight=120",False
"Discovering the Vedas: Origins, Mantras, Rituals, Insights","Discovering-the-Vedas-Origins,-Mantras,-Rituals,-Insights",True
attachments/Darwin-and-the-Beagle.jpg|height=120,attachmentsDarwin-and-the-Beagle.jpgheight=120,False
Darwin and the Beagle,Darwin-and-the-Beagle,True
attachments/Primates-and-Philosophers-How-Morality-Evolved-(The-University-Center-for-Human-Values-Series).jpg|height=120,attachmentsPrimates-and-Philosophers-How-Morality-Evolved-(The-University-Center-for-Human-Values-Series).jpgheight=120,False
Primates and Philosophers: How Morality Evolved (The University Center for Human Values Series),Primates-and-Philosophers-How-Morality-Evolved-(The-University-Center-for-Human-Values-Series),True
attachments/Arguably-Selected-Essays.jpg|height=120,attachmentsArguably-Selected-Essays.jpgheight=120,False
Arguably: Selected Essays,Arguably-Selected-Essays,True
attachments/THE-STRANGE-CASE-OF-BILLY-BISWAS-(Library-of-South-Asian-Literature).jpg|height=120,attachmentsTHE-STRANGE-CASE-OF-BILLY-BISWAS-(Library-of-South-Asian-Literature).jpgheight=120,False
THE STRANGE CASE OF BILLY BISWAS (Library of South Asian Literature),THE-STRANGE-CASE-OF-BILLY-BISWAS-(Library-of-South-Asian-Literature),True
attachments/Pedagogy-of-the-Oppressed.jpg|height=120,attachmentsPedagogy-of-the-Oppressed.jpgheight=120,False
Pedagogy of the Oppressed,Pedagogy-of-the-Oppressed,True
attachments/The-Fall-of-a-Sparrow.jpg|height=120,attachmentsThe-Fall-of-a-Sparrow.jpgheight=120,False
The Fall of a Sparrow,The-Fall-of-a-Sparrow,True
attachments/The-Shadow-Lines.jpg|height=120,attachmentsThe-Shadow-Lines.jpgheight=120,False
The Shadow Lines,The-Shadow-Lines,True
"attachments/A-Feast-for-Crows-(A-Song-of-Ice-and-Fire,-#4).jpg|height=120","attachmentsA-Feast-for-Crows-(A-Song-of-Ice-and-Fire,-#4).jpgheight=120",False
"A Feast for Crows (A Song of Ice and Fire, #4)","A-Feast-for-Crows-(A-Song-of-Ice-and-Fire,-#4)",True
"attachments/Surely-You're-Joking,-Mr.-Feynman!.jpg|height=120","attachmentsSurely-You're-Joking,-Mr.-Feynman!.jpgheight=120",False
"Surely You're Joking, Mr. Feynman!","Surely-You're-Joking,-Mr.-Feynman!",True
attachments/How-to-Think-Like-a-Computer-Scientist-Learning-With-Python.jpg|height=120,attachmentsHow-to-Think-Like-a-Computer-Scientist-Learning-With-Python.jpgheight=120,False
How to Think Like a Computer Scientist: Learning With Python,How-to-Think-Like-a-Computer-Scientist-Learning-With-Python,True
attachments/A-Concise-Guide-to-Insects.jpg|height=120,attachmentsA-Concise-Guide-to-Insects.jpgheight=120,False
A Concise Guide to Insects,A-Concise-Guide-to-Insects,True
attachments/The-Emperor-of-All-Maladies.jpg|height=120,attachmentsThe-Emperor-of-All-Maladies.jpgheight=120,False
The Emperor of All Maladies,The-Emperor-of-All-Maladies,True
"attachments/A-Storm-of-Swords-(A-Song-of-Ice-and-Fire,-#3).jpg|height=120","attachmentsA-Storm-of-Swords-(A-Song-of-Ice-and-Fire,-#3).jpgheight=120",False
"A Storm of Swords (A Song of Ice and Fire, #3)","A-Storm-of-Swords-(A-Song-of-Ice-and-Fire,-#3)",True
attachments/How-We-Die-Reflections-of-Life's-Final-Chapter.jpg|height=120,attachmentsHow-We-Die-Reflections-of-Life's-Final-Chapter.jpgheight=120,False
How We Die: Reflections of Life's Final Chapter,How-We-Die-Reflections-of-Life's-Final-Chapter,True
attachments/Ants-Among-Elephants-An-Untouchable-Family-and-the-Making-of-Modern-India.jpg|height=120,attachmentsAnts-Among-Elephants-An-Untouchable-Family-and-the-Making-of-Modern-India.jpgheight=120,False
Ants Among Elephants: An Untouchable Family and the Making of Modern India,Ants-Among-Elephants-An-Untouchable-Family-and-the-Making-of-Modern-India,True
"attachments/King-Leopold's-Ghost-A-Story-of-Greed,-Terror,-and-Heroism-in-Colonial-Africa.jpg|height=120","attachmentsKing-Leopold's-Ghost-A-Story-of-Greed,-Terror,-and-Heroism-in-Colonial-Africa.jpgheight=120",False
"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa","King-Leopold's-Ghost-A-Story-of-Greed,-Terror,-and-Heroism-in-Colonial-Africa",True
attachments/The-Case-Against-Sugar.jpg|height=120,attachmentsThe-Case-Against-Sugar.jpgheight=120,False
The Case Against Sugar,The-Case-Against-Sugar,True
attachments/Inferior-How-Science-Got-Women-Wrong—and-the-New-Research-That's-Rewriting-the-Story.jpg|height=120,attachmentsInferior-How-Science-Got-Women-Wrong—and-the-New-Research-That's-Rewriting-the-Story.jpgheight=120,False
Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,Inferior-How-Science-Got-Women-Wrong—and-the-New-Research-That's-Rewriting-the-Story,True
attachments/Astrophysics-for-People-in-a-Hurry.jpg|height=120,attachmentsAstrophysics-for-People-in-a-Hurry.jpgheight=120,False
Astrophysics for People in a Hurry,Astrophysics-for-People-in-a-Hurry,True
attachments/On-Tyranny-Twenty-Lessons-from-the-Twentieth-Century.jpg|height=120,attachmentsOn-Tyranny-Twenty-Lessons-from-the-Twentieth-Century.jpgheight=120,False
On Tyranny: Twenty Lessons from the Twentieth Century,On-Tyranny-Twenty-Lessons-from-the-Twentieth-Century,True
"attachments/A-Clash-of-Kings-(A-Song-of-Ice-and-Fire,-#2).jpg|height=120","attachmentsA-Clash-of-Kings-(A-Song-of-Ice-and-Fire,-#2).jpgheight=120",False
"A Clash of Kings  (A Song of Ice and Fire, #2)","A-Clash-of-Kings-(A-Song-of-Ice-and-Fire,-#2)",True
attachments/The-Complete-Saki.jpg|height=120,attachmentsThe-Complete-Saki.jpgheight=120,False
The Complete Saki,The-Complete-Saki,True
"attachments/A-Game-of-Thrones-(A-Song-of-Ice-and-Fire,-#1).jpg|height=120","attachmentsA-Game-of-Thrones-(A-Song-of-Ice-and-Fire,-#1).jpgheight=120",False
"A Game of Thrones (A Song of Ice and Fire, #1)","A-Game-of-Thrones-(A-Song-of-Ice-and-Fire,-#1)",True
attachments/Time-Travel-A-History.jpg|height=120,attachmentsTime-Travel-A-History.jpgheight=120,False
Time Travel: A History,Time-Travel-A-History,True
attachments/In-a-Different-Key-The-Story-of-Autism.jpg|height=120,attachmentsIn-a-Different-Key-The-Story-of-Autism.jpgheight=120,False
In a Different Key: The Story of Autism,In-a-Different-Key-The-Story-of-Autism,True
"attachments/The-Big-Picture-On-the-Origins-of-Life,-Meaning,-and-the-Universe-Itself.jpg|height=120","attachmentsThe-Big-Picture-On-the-Origins-of-Life,-Meaning,-and-the-Universe-Itself.jpgheight=120",False
"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself","The-Big-Picture-On-the-Origins-of-Life,-Meaning,-and-the-Universe-Itself",True
attachments/The-Genius-of-Birds.jpg|height=120,attachmentsThe-Genius-of-Birds.jpgheight=120,False
The Genius of Birds,The-Genius-of-Birds,True
"attachments/Nature-in-the-City-Bengaluru-in-the-Past,-Present,-and-Future.jpg|height=120","attachmentsNature-in-the-City-Bengaluru-in-the-Past,-Present,-and-Future.jpgheight=120",False
"Nature in the City: Bengaluru in the Past, Present, and Future","Nature-in-the-City-Bengaluru-in-the-Past,-Present,-and-Future",True
"attachments/The-Girl-With-the-Dragon-Tattoo-(Millennium,-#1).jpg|height=120","attachmentsThe-Girl-With-the-Dragon-Tattoo-(Millennium,-#1).jpgheight=120",False
"The Girl With the Dragon Tattoo (Millennium, #1)","The-Girl-With-the-Dragon-Tattoo-(Millennium,-#1)",True
attachments/Pride-and-Prejudice.jpg|height=120,attachmentsPride-and-Prejudice.jpgheight=120,False
Pride and Prejudice,Pride-and-Prejudice,True
attachments/The-Panda's-Thumb-More-Reflections-in-Natural-History.jpg|height=120,attachmentsThe-Panda's-Thumb-More-Reflections-in-Natural-History.jpgheight=120,False
The Panda's Thumb: More Reflections in Natural History,The-Panda's-Thumb-More-Reflections-in-Natural-History,True
attachments/Ever-Since-Darwin-Reflections-in-Natural-History.jpg|height=120,attachmentsEver-Since-Darwin-Reflections-in-Natural-History.jpgheight=120,False
Ever Since Darwin: Reflections in Natural History,Ever-Since-Darwin-Reflections-in-Natural-History,True
attachments/Godman-to-Tycoon-The-Untold-Story-of-Baba-Ramdev.jpg|height=120,attachmentsGodman-to-Tycoon-The-Untold-Story-of-Baba-Ramdev.jpgheight=120,False
Godman to Tycoon : The Untold Story of Baba Ramdev,Godman-to-Tycoon-The-Untold-Story-of-Baba-Ramdev,True
attachments/The-Wildlife-of-India.jpg|height=120,attachmentsThe-Wildlife-of-India.jpgheight=120,False
The Wildlife of India,The-Wildlife-of-India,True
attachments/A-History-of-Russia-From-Peter-the-Great-to-Gorbachev.jpg|height=120,attachmentsA-History-of-Russia-From-Peter-the-Great-to-Gorbachev.jpgheight=120,False
A History of Russia: From Peter the Great to Gorbachev,A-History-of-Russia-From-Peter-the-Great-to-Gorbachev,True
attachments/The-Selfish-Gene.jpg|height=120,attachmentsThe-Selfish-Gene.jpgheight=120,False
The Selfish Gene,The-Selfish-Gene,True
attachments/Siddhartha.jpg|height=120,attachmentsSiddhartha.jpgheight=120,False
Siddhartha,Siddhartha,True
attachments/Sibley's-Birding-Basics-(Sibley-Guides).jpg|height=120,attachmentsSibley's-Birding-Basics-(Sibley-Guides).jpgheight=120,False
Sibley's Birding Basics (Sibley Guides),Sibley's-Birding-Basics-(Sibley-Guides),True
attachments/Mountains-and-Marshes-Exploring-the-Bay-Area's-Natural-History.jpg|height=120,attachmentsMountains-and-Marshes-Exploring-the-Bay-Area's-Natural-History.jpgheight=120,False
Mountains and Marshes: Exploring the Bay Area's Natural History,Mountains-and-Marshes-Exploring-the-Bay-Area's-Natural-History,True
attachments/Interesting-Times-A-Twentieth-Century-Life.jpg|height=120,attachmentsInteresting-Times-A-Twentieth-Century-Life.jpgheight=120,False
Interesting Times: A Twentieth-Century Life,Interesting-Times-A-Twentieth-Century-Life,True
"attachments/Nations-and-Nationalism-since-1780-Programme,-Myth,-Reality.jpg|height=120","attachmentsNations-and-Nationalism-since-1780-Programme,-Myth,-Reality.jpgheight=120",False
"Nations and Nationalism since 1780: Programme, Myth, Reality","Nations-and-Nationalism-since-1780-Programme,-Myth,-Reality",True
attachments/A-People’s-History-of-the-United-States-1492---Present.jpg|height=120,attachmentsA-People’s-History-of-the-United-States-1492---Present.jpgheight=120,False
A People’s History of the United States: 1492 - Present,A-People’s-History-of-the-United-States-1492---Present,True
"attachments/The-Men-Who-United-the-States-America's-Explorers,-Inventors,-Eccentrics-and-Mavericks,-and-the-Creation-of-One-Nation,-Indivisible.jpg|height=120","attachmentsThe-Men-Who-United-the-States-America's-Explorers,-Inventors,-Eccentrics-and-Mavericks,-and-the-Creation-of-One-Nation,-Indivisible.jpgheight=120",False
"The Men Who United the States: America's Explorers, Inventors, Eccentrics and Mavericks, and the Creation of One Nation, Indivisible","The-Men-Who-United-the-States-America's-Explorers,-Inventors,-Eccentrics-and-Mavericks,-and-the-Creation-of-One-Nation,-Indivisible",True
attachments/Shorebirds.jpg|height=120,attachmentsShorebirds.jpgheight=120,False
Shorebirds,Shorebirds,True
attachments/The-Shock-of-the-Fall.jpg|height=120,attachmentsThe-Shock-of-the-Fall.jpgheight=120,False
The Shock of the Fall,The-Shock-of-the-Fall,True
attachments/A-Fortunate-Man-The-Story-of-a-Country-Doctor.jpg|height=120,attachmentsA-Fortunate-Man-The-Story-of-a-Country-Doctor.jpgheight=120,False
A Fortunate Man: The Story of a Country Doctor,A-Fortunate-Man-The-Story-of-a-Country-Doctor,True
attachments/Civil-Disobedience.jpg|height=120,attachmentsCivil-Disobedience.jpgheight=120,False
Civil Disobedience,Civil-Disobedience,True
attachments/Garden-Birds-of-Britain-&-Europe-(Collins-Nature-Guides).jpg|height=120,attachmentsGarden-Birds-of-Britain-&-Europe-(Collins-Nature-Guides).jpgheight=120,False
Garden Birds of Britain & Europe (Collins Nature Guides),Garden-Birds-of-Britain-&-Europe-(Collins-Nature-Guides),True
attachments/Samskara-A-Rite-for-a-Dead-Man.jpg|height=120,attachmentsSamskara-A-Rite-for-a-Dead-Man.jpgheight=120,False
Samskara: A Rite for a Dead Man,Samskara-A-Rite-for-a-Dead-Man,True
"attachments/Health-Inequality-An-Introduction-to-Concepts,-Theories-and-Methods.jpg|height=120","attachmentsHealth-Inequality-An-Introduction-to-Concepts,-Theories-and-Methods.jpgheight=120",False
"Health Inequality: An Introduction to Concepts, Theories and Methods","Health-Inequality-An-Introduction-to-Concepts,-Theories-and-Methods",True
attachments/The-Gene-An-Intimate-History.jpg|height=120,attachmentsThe-Gene-An-Intimate-History.jpgheight=120,False
The Gene: An Intimate History,The-Gene-An-Intimate-History,True
attachments/Death.jpg|height=120,attachmentsDeath.jpgheight=120,False
Death,Death,True
attachments/The-Paintings-that-Revolutionized-Art.jpg|height=120,attachmentsThe-Paintings-that-Revolutionized-Art.jpgheight=120,False
The Paintings that Revolutionized Art,The-Paintings-that-Revolutionized-Art,True
attachments/Celebrating-the-Best-of-Urdu-Poetry.jpg|height=120,attachmentsCelebrating-the-Best-of-Urdu-Poetry.jpgheight=120,False
Celebrating the Best of Urdu Poetry,Celebrating-the-Best-of-Urdu-Poetry,True
attachments/Illness-as-Metaphor.jpg|height=120,attachmentsIllness-as-Metaphor.jpgheight=120,False
Illness as Metaphor,Illness-as-Metaphor,True
attachments/The-Collected-Works-of-Oscar-Wilde.jpg|height=120,attachmentsThe-Collected-Works-of-Oscar-Wilde.jpgheight=120,False
The Collected Works of Oscar Wilde,The-Collected-Works-of-Oscar-Wilde,True
attachments/Birds-of-South-Asia-The-Ripley-Guide.-Volumes-1-&-2.jpg|height=120,attachmentsBirds-of-South-Asia-The-Ripley-Guide.-Volumes-1-&-2.jpgheight=120,False
Birds of South Asia: The Ripley Guide. Volumes 1 & 2,Birds-of-South-Asia-The-Ripley-Guide.-Volumes-1-&-2,True
attachments/Himalayan-Journals.jpg|height=120,attachmentsHimalayan-Journals.jpgheight=120,False
Himalayan Journals,Himalayan-Journals,True
attachments/Being-Mortal-Medicine-and-What-Matters-in-the-End.jpg|height=120,attachmentsBeing-Mortal-Medicine-and-What-Matters-in-the-End.jpgheight=120,False
Being Mortal: Medicine and What Matters in the End,Being-Mortal-Medicine-and-What-Matters-in-the-End,True
attachments/On-Religion-Selections-from-the-Writings-of-Bertrand-Russell.jpg|height=120,attachmentsOn-Religion-Selections-from-the-Writings-of-Bertrand-Russell.jpgheight=120,False
On Religion: Selections from the Writings of Bertrand Russell,On-Religion-Selections-from-the-Writings-of-Bertrand-Russell,True
"attachments/The-History-of-Middle-Earth-Index-(The-History-of-Middle-Earth,-#13).jpg|height=120","attachmentsThe-History-of-Middle-Earth-Index-(The-History-of-Middle-Earth,-#13).jpgheight=120",False
"The History of Middle-Earth Index (The History of Middle-Earth, #13)","The-History-of-Middle-Earth-Index-(The-History-of-Middle-Earth,-#13)",True
attachments/Ten-Thousand-Birds-Ornithology-since-Darwin.jpg|height=120,attachmentsTen-Thousand-Birds-Ornithology-since-Darwin.jpgheight=120,False
Ten Thousand Birds: Ornithology since Darwin,Ten-Thousand-Birds-Ornithology-since-Darwin,True
